,A,B,DNA_Cfrac,AA_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
0,positive_0.01_ref,positive_0.01_ref,1.0,1.0,11,0.0,0.0,,,1.0,1.0
1,positive_0.01_ref,positive_0.01_0,0.7423269809428285,0.7557160048134778,11,0.025141253134810526,0.00158293242482066,15.88270777740808,5.48416367201983,0.991011385026629,0.9748587468651895
2,positive_0.01_ref,positive_0.01_1,0.7472417251755266,0.7716606498194946,11,0.023289104988777787,0.002851036696699838,8.168644414761703,2.8205633181015743,0.9912095742703743,0.9767108950112222
3,positive_0.01_ref,positive_0.01_2,0.8296890672016048,0.8375451263537906,11,0.01598720194946779,0.0008426813502889763,18.971823624654064,6.550809054252748,0.9943582696356845,0.9840127980505322
4,positive_0.01_ref,positive_0.01_3,0.7389167502507522,0.7575210589651022,11,0.024929802219013864,0.0022017076677730563,11.32293927296416,3.909714457480898,0.9908731167971877,0.9750701977809861
5,positive_0.01_ref,positive_0.01_4,0.7535606820461385,0.7731648616125151,11,0.023116174535313783,0.0022781635792398225,10.146845795431068,3.5036194002161083,0.9914625398290882,0.9768838254646862
6,positive_0.01_ref,positive_0.01_5,0.7629889669007021,0.7939229843561973,11,0.020760455545443257,0.0035315988897963724,5.878486258851519,2.0297912194240673,0.9918361819638364,0.9792395444545567
7,positive_0.01_ref,positive_0.01_6,0.7437311935807422,0.7590252707581228,11,0.024753942731417844,0.0018030153098419488,13.72919164706802,4.740572900557119,0.9910681400531409,0.9752460572685822
8,positive_0.01_ref,positive_0.01_7,0.7456369107321966,0.7758724428399518,11,0.02280566903256509,0.0035247958932308476,6.470067976520844,2.234059346152937,0.9911449987543134,0.9771943309674349
9,positive_0.01_ref,positive_0.01_8,0.8096288866599799,0.8405535499398316,11,0.01566640458241131,0.003348603473558698,4.678489019711247,1.6154423969406546,0.9936210596225711,0.9843335954175887
10,positive_0.01_ref,positive_0.01_9,0.7507522567703109,0.7677496991576414,11,0.023740162492185246,0.001984939230595839,11.960145744642734,4.129736423038074,0.9913503656284979,0.9762598375078148
11,positive_0.01_ref,positive_0.01_10,0.7785356068204614,0.8038507821901324,11,0.019653539136523124,0.0028476776439007034,6.901602496552952,2.383064539168508,0.9924426243570493,0.9803464608634769
12,positive_0.01_ref,positive_0.01_11,0.7996990972918756,0.8143802647412756,11,0.01849303564738991,0.0016218822107666453,11.402206352980752,3.9370847048408875,0.9932495614962269,0.9815069643526101
13,positive_0.01_ref,positive_0.01_12,0.7802407221664995,0.8008423586040915,11,0.019987649831000653,0.0023191353455451758,8.618578415181721,2.9759216949282177,0.9925084213421965,0.9800123501689993
14,positive_0.01_ref,positive_0.01_13,0.7483450351053159,0.7806859205776173,11,0.02225608350279329,0.003753426387442138,5.929537762417722,2.0474188686375094,0.9912538919737598,0.9777439164972067
15,positive_0.01_ref,positive_0.01_14,0.7641925777331996,0.7873044524669074,11,0.02150541196526845,0.002646817807622215,8.125006527966491,2.805495527593811,0.9918835583451615,0.9784945880347315
16,positive_0.01_ref,positive_0.01_15,0.7454363089267804,0.776173285198556,11,0.02277122925167041,0.0035830522569956225,6.355260157652295,2.1944171844808373,0.9911369173404382,0.9772287707483296
17,positive_0.01_ref,positive_0.01_16,0.7827482447342026,0.799338146811071,11,0.020155133277085624,0.0018664236317825766,10.798798801018147,3.7287332182887774,0.9926049287566304,0.9798448667229144
18,positive_0.01_ref,positive_0.01_17,0.778234704112337,0.7999398315282792,11,0.02008810554424212,0.002447462875408535,8.207726354537238,2.8340579789209297,0.9924309986203778,0.9799118944557579
19,positive_0.01_ref,positive_0.01_18,0.7827482447342026,0.7915162454873647,11,0.021030693301923087,0.0009908636069451138,21.22460967838132,7.328676884463505,0.9926049287566304,0.9789693066980769
20,positive_0.01_ref,positive_0.01_19,0.745937813440321,0.7617328519855595,11,0.02443819254383195,0.0018565584272202118,13.163169112012689,4.54513014181604,0.9911571169229427,0.975561807456168
21,positive_0.01_ref,positive_0.01_20,0.7422266800401204,0.7749699157641395,11,0.02290906126368253,0.0038270801200391835,5.986041719828948,2.0669292037077533,0.9910073271134349,0.9770909387363175
22,positive_0.01_ref,positive_0.01_21,0.7510531594784353,0.7873044524669074,11,0.02150541196526845,0.004184197046721683,5.139674763194514,1.7746859047801686,0.9913624037382827,0.9784945880347315
23,positive_0.01_ref,positive_0.01_22,0.7662988966900702,0.779783393501805,11,0.022358895703067927,0.0015491219477993257,14.43327023726625,4.983685238876687,0.9919662931706297,0.9776411042969321
24,positive_0.01_ref,positive_0.01_23,0.7723169508525577,0.7930204572803851,11,0.020861707318637568,0.002351908918456602,8.870117016405418,3.0627758307767587,0.9922014689287465,0.9791382926813624
25,positive_0.01_ref,positive_0.01_24,0.7720160481444333,0.7984356197352587,11,0.020255760927031186,0.0029924583588680775,6.768936605919254,2.3372561374698773,0.9921897524122679,0.9797442390729688
26,positive_0.01_ref,positive_0.01_25,0.79518555667001,0.8194945848375451,11,0.017934276272443483,0.0026847105563336804,6.680152625814181,2.306599785595031,0.9930792176576073,0.9820657237275565
27,positive_0.01_ref,positive_0.01_26,0.7430290872617854,0.7746690734055355,11,0.022943549666877283,0.003696986220525389,6.206014385311047,2.142883890892155,0.9910397755409075,0.9770564503331227
28,positive_0.01_ref,positive_0.01_27,0.7644934804413239,0.7746690734055355,11,0.022943549666877283,0.001173755223543127,19.547133172808643,6.7494585394899795,0.9918953911345578,0.9770564503331227
29,positive_0.01_ref,positive_0.01_28,0.7702106318956871,0.8101684717208183,11,0.01895559087095744,0.004500504551682161,4.211881279816144,1.454326719936516,0.9921193601828826,0.9810444091290426
30,positive_0.01_ref,positive_0.01_29,0.7801404212637914,0.8017448856799038,11,0.019887296983993275,0.002430914647792659,8.180993521122396,2.8248273593113207,0.9925045547928328,0.9801127030160067
