,A,B,DNA_Cfrac,AA_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
0,ref_gene,ref_gene,1.0,1.0,5,0.0,0.0,,,1.0,1.0
1,ref_gene,negative_0.01_0,0.9197456246386714,0.949281087059567,5,0.010356069060363016,0.00623636307858233,1.6605943127219576,0.5733890676214831,0.9944383142843513,0.989643930939637
2,ref_gene,negative_0.01_1,0.9095495874283912,0.9450150102701848,5,0.011247165888298327,0.007535354444101028,1.4925861778277798,0.5153772901019688,0.9936995475551492,0.9887528341117017
3,ref_gene,negative_0.01_2,0.9107058390707942,0.937914691943128,5,0.012737439491913638,0.005795735917757061,2.1977259959151145,0.7588560613697929,0.9937837127061194,0.9872625605080864
4,ref_gene,negative_0.01_3,0.9138547251130033,0.9521251382524886,5,0.009763782735248028,0.008091619119948601,1.206653772318197,0.4166472666748931,0.9940124198189885,0.990236217264752
5,ref_gene,negative_0.01_4,0.9203237504598728,0.9557731795924814,5,0.0090061304380602,0.00746270439291441,1.2068185960321867,0.41670417889900613,0.9944799737663907,0.9909938695619398
6,ref_gene,negative_0.01_5,0.921742786566458,0.956253948199621,5,0.008906453460501007,0.007259269287203662,1.2269077104221677,0.42364077893500857,0.9945821253964965,0.991093546539499
7,ref_gene,negative_0.01_6,0.912492773427235,0.9480416929879976,5,0.01061462259199697,0.00753369925980274,1.4089522591687447,0.48649921056499257,0.9939135901536856,0.989385377408003
8,ref_gene,negative_0.01_7,0.939980028380722,0.970625394819962,5,0.005945192645578912,0.0063578287254838495,0.9350979559655352,0.3228813569925839,0.9958820587124461,0.9940548073544211
9,ref_gene,negative_0.01_8,0.918431702317759,0.9532385466034756,5,0.009532295954501002,0.00734127046935662,1.2984531756853253,0.44834481851017954,0.9943435426763376,0.990467704045499
10,ref_gene,negative_0.01_9,0.9160666421401168,0.9464201043148412,5,0.010953315489258264,0.006427104495175473,1.7042379655536029,0.5884588490924997,0.9941726344448024,0.9890466845107417
11,ref_gene,negative_0.01_10,0.935722920060966,0.967150979153506,5,0.006657870356962969,0.006541419200064236,1.0178021241778221,0.35143840162193857,0.9955807356865108,0.993342129643037
12,ref_gene,negative_0.01_11,0.9271035896357808,0.9538631695370516,5,0.009402526391097399,0.00562146465231772,1.6726114940918029,0.5775384979599498,0.994966711496804,0.9905974736089026
13,ref_gene,negative_0.01_12,0.917906133389394,0.951034591691676,5,0.009990726391375992,0.006995383843293457,1.4281884475794993,0.4931413025274504,0.9943055985970525,0.990009273608624
14,ref_gene,negative_0.01_13,0.9193251694959794,0.9549905243209096,5,0.00916848292217809,0.007513877211308806,1.2202066475586013,0.4213269590224767,0.9944080011255354,0.9908315170778219
15,ref_gene,negative_0.01_14,0.923739948494245,0.9494550623914072,5,0.010319797188253488,0.005419955177419333,1.904037367550182,0.657447880275175,0.9947256459764953,0.9896802028117465
16,ref_gene,negative_0.01_15,0.9167498817469912,0.9502291041238742,5,0.010158482741350117,0.007075405455569839,1.4357456692963433,0.49575074679739206,0.9942220501954642,0.9898415172586499
17,ref_gene,negative_0.01_16,0.9138066957481472,0.9525916561314792,5,0.009666763474301954,0.008198962291612988,1.1790227995304274,0.4071065271921207,0.9940089369199491,0.990333236525698
18,ref_gene,negative_0.01_17,0.9277342723498186,0.960669720423314,5,0.007992808731920653,0.006897208420662104,1.1588469195705957,0.40013996774410704,0.9950118203851239,0.9920071912680793
19,ref_gene,negative_0.01_18,0.9204288642455458,0.9551271922894612,5,0.009140125116276931,0.0073062441505364895,1.2510018729124706,0.4319602879563239,0.9944875455934103,0.9908598748837231
20,ref_gene,negative_0.01_19,0.9219530141378042,0.9486571879936808,5,0.010486188645977279,0.005634660363154076,1.861015211235819,0.6425926962563141,0.9945972464864279,0.9895138113540227
21,ref_gene,negative_0.01_20,0.9174331213538656,0.9467614533965244,5,0.010881981104111649,0.006205462645578641,1.7536131833562807,0.6055076911140521,0.9942714315845268,0.9891180188958884
22,ref_gene,negative_0.01_21,0.9345666684185632,0.966835123183828,5,0.0067227607500987,0.0067205228984204,1.0003329877320744,0.34540645764739786,0.9954986739158388,0.9932772392499013
23,ref_gene,negative_0.01_22,0.9329374047406316,0.9612954186413902,5,0.007863620630281787,0.005923883098087335,1.3274435872680779,0.4583549606261973,0.9953828804397766,0.9921363793697182
24,ref_gene,negative_0.01_23,0.9107058390707942,0.9472520530638028,5,0.010779492685707992,0.007753682723962707,1.3902416528334385,0.48003859761513346,0.9937837127061194,0.989220507314292
