,A,B,DNA_Cfrac,AA_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
0,negative_0.01_ref,negative_0.01_ref,1.0,1.0,11,0.0,0.0,,,1.0,1.0
1,negative_0.01_ref,negative_0.01_0,0.8415245737211635,0.9040312876052948,11,0.009130003269530063,0.006433080893058718,1.4192271823258618,0.49004705398695675,0.9947851579735849,0.9908699967304699
2,negative_0.01_ref,negative_0.01_1,0.8473420260782347,0.9070397111913358,11,0.008830691715165817,0.006115654867516418,1.4439486704965059,0.4985831732207666,0.9949928548150881,0.9911693082848342
3,negative_0.01_ref,negative_0.01_2,0.8294884653961886,0.9157641395908545,11,0.007967763834169084,0.008883731875107381,0.8968937768704072,0.3096897794574949,0.9943509834650819,0.9920322361658309
4,negative_0.01_ref,negative_0.01_3,0.8575727181544633,0.9229843561973526,11,0.007259250113476279,0.006611766631777538,1.097928967817285,0.37910551803556475,0.9953547831233088,0.9927407498865237
5,negative_0.01_ref,negative_0.01_4,0.8541624874623872,0.8998194945848376,11,0.009550564280586649,0.004677593809102487,2.041768625142584,0.7050053100268115,0.9952346077458066,0.9904494357194134
6,negative_0.01_ref,negative_0.01_5,0.8520561685055166,0.8950060168471721,11,0.010033402361131927,0.004415991144531395,2.2720612502941573,0.7845233913571754,0.9951601491314908,0.9899665976388681
7,negative_0.01_ref,negative_0.01_6,0.8279839518555667,0.9058363417569194,11,0.00895030788081963,0.00806343252377395,1.1099873229460093,0.38326916532216465,0.9942962826588159,0.9910496921191804
8,negative_0.01_ref,negative_0.01_7,0.8150451354062187,0.8724428399518652,11,0.012328657093869655,0.006091558747139403,2.023892012805293,0.6988326680986886,0.9938218369606633,0.9876713429061303
9,negative_0.01_ref,negative_0.01_8,0.8334002006018054,0.9031287605294824,11,0.009219973312970642,0.007210934870134578,1.2786099831738695,0.44149313320353345,0.9944927565529832,0.9907800266870294
10,negative_0.01_ref,negative_0.01_9,0.8264794383149449,0.8748495788206979,11,0.012081275262324165,0.0050949780699053315,2.3712124167295277,0.8187594443415858,0.9942414853837276,0.9879187247376758
11,negative_0.01_ref,negative_0.01_10,0.8337011033099297,0.9091456077015644,11,0.008621710141610506,0.007776919535935067,1.1086279216046773,0.382799775621346,0.9945036354324597,0.9913782898583895
12,negative_0.01_ref,negative_0.01_11,0.8110330992978937,0.8883874849578821,11,0.01070117376317925,0.008159282366254628,1.311533696570846,0.45286141092356563,0.9936732377857843,0.9892988262368207
13,negative_0.01_ref,negative_0.01_12,0.816148445336008,0.8889891696750902,11,0.010640280717679307,0.007659214433055395,1.3892130597308154,0.4796834331805955,0.9938625773881611,0.9893597192823207
14,negative_0.01_ref,negative_0.01_13,0.8071213640922769,0.8763537906137184,11,0.011926975608165802,0.007364625140665493,1.6194952737388124,0.5591979196317872,0.9935276656833087,0.9880730243918342
15,negative_0.01_ref,negative_0.01_14,0.8248746238716148,0.9085439229843562,11,0.00868137421995474,0.008668522937979262,1.0014825226935922,0.3458033822753659,0.9941829282367763,0.9913186257800453
16,negative_0.01_ref,negative_0.01_15,0.8060180541624875,0.8643200962695547,11,0.013168176030098788,0.006245373058809678,2.1084690868104117,0.7280364111408147,0.9934864831829788,0.9868318239699012
17,negative_0.01_ref,negative_0.01_16,0.8586760280842528,0.9070397111913358,11,0.008830691715165817,0.0049250557001071504,1.7930135724096876,0.6191123097558114,0.9953935641924321,0.9911693082848342
18,negative_0.01_ref,negative_0.01_17,0.8242728184553662,0.8796630565583634,11,0.011588362111036199,0.005826730668860525,1.9888274865641626,0.6867251859436795,0.9941609408214295,0.9884116378889638
19,negative_0.01_ref,negative_0.01_18,0.8298896690070211,0.8977135980746089,11,0.009761516303816165,0.007046759336296837,1.3852489971576023,0.47831467614858914,0.9943655540982239,0.9902384836961838
20,negative_0.01_ref,negative_0.01_19,0.8239719157472417,0.8971119133574007,11,0.009821870940281197,0.007625835879358944,1.2879730295358598,0.4447261133374942,0.9941499412755923,0.9901781290597188
21,negative_0.01_ref,negative_0.01_20,0.8128385155466399,0.8751504211793021,11,0.012050396047046164,0.006611707517054977,1.822584561697871,0.6293229204068882,0.9937401954224175,0.9879496039529538
22,negative_0.01_ref,negative_0.01_21,0.8481444332998997,0.9025270758122744,11,0.009279998762083297,0.005581582849739863,1.66261059127982,0.574085271428458,0.9950213940799181,0.9907200012379167
23,negative_0.01_ref,negative_0.01_22,0.7977933801404212,0.8564981949458483,11,0.013983408216354909,0.00634402248673005,2.204186420461837,0.7610867909218002,0.9931777525481016,0.9860165917836451
24,negative_0.01_ref,negative_0.01_23,0.8542627883650953,0.9238868832731648,11,0.007171040461348643,0.007046594984015275,1.017660370379689,0.35138945524321097,0.9952381489514858,0.9928289595386514
25,negative_0.01_ref,negative_0.01_24,0.8200601805416249,0.8989169675090253,11,0.009640917274396754,0.008231760279792555,1.1711853779395665,0.4044003322930341,0.9940065916343951,0.9903590827256032
26,negative_0.01_ref,negative_0.01_25,0.8041123370110331,0.8829723225030084,11,0.01125090468876977,0.00837364032537602,1.34360973860727,0.4639369949451112,0.9934152208493293,0.9887490953112302
27,negative_0.01_ref,negative_0.01_26,0.817753259779338,0.894404332129964,11,0.010093923017383655,0.008030242977477009,1.256988492838236,0.4340274168096151,0.9939217409562761,0.9899060769826163
