,A,B,DNA_Cfrac,AA_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
0,ref_gene,ref_gene,1.0,1.0,15,0.0,0.0,,,1.0,1.0
1,ref_gene,positive_0.01_0,0.705745177019292,0.7082008900190718,15,0.022739306737458942,0.00022627891388671273,100.49238060619051,34.69916281020928,0.9922854434423614,0.9772606932625411
2,ref_gene,positive_0.01_1,0.7303370786516854,0.7673235855054037,15,0.017501483795265282,0.0032305306962512326,5.417525924014382,1.87062554326954,0.9930410133429662,0.9824985162047347
3,ref_gene,positive_0.01_2,0.7002331990672037,0.71900826446281,15,0.02175209727235694,0.0017240711439402423,12.616705145150835,4.3564407900296604,0.9921125624198794,0.9782479027276431
4,ref_gene,positive_0.01_3,0.6355734577061691,0.6668785759694851,15,0.026648316489738644,0.0031149417969784654,8.55499660237243,2.9539674366936195,0.9899788254197377,0.9733516835102614
5,ref_gene,positive_0.01_4,0.8094127623489507,0.8372536554354736,15,0.011772040972963027,0.0022254883252588176,5.289644002780367,1.826469005444342,0.9953122159195253,0.988227959027037
6,ref_gene,positive_0.01_5,0.6735213059147763,0.7132867132867133,15,0.022272998806812994,0.003731937342597358,5.968213493989534,2.060773269225086,0.9912554435738843,0.977727001193187
7,ref_gene,positive_0.01_6,0.6983252066991732,0.729815638906548,15,0.02077864131419671,0.0028751415863986773,7.226997589438182,2.4954206923172197,0.9920524088288042,0.9792213586858033
8,ref_gene,positive_0.01_7,0.7152851388594446,0.7457088366179275,15,0.01937125544243712,0.0027193609244335892,7.123458776062218,2.4596696222277616,0.9925815641066731,0.9806287445575629
9,ref_gene,positive_0.01_8,0.737121051515794,0.7539732994278449,15,0.01865044224526946,0.0014777687461235978,12.620677148702923,4.357812289014014,0.9932450699972729,0.9813495577547305
10,ref_gene,positive_0.01_9,0.739877040491838,0.7762237762237763,15,0.016745831921937016,0.0031385642706758254,5.335507091059552,1.8423051390654057,0.99332744395909,0.983254168078063
11,ref_gene,positive_0.01_10,0.6690693237227051,0.7075651621106167,15,0.022797814835324615,0.0036376587174582475,6.267167045086132,2.1639993832808617,0.9911093663645025,0.9772021851646754
12,ref_gene,positive_0.01_11,0.7708289166843333,0.7806738715829625,15,0.016371033520671707,0.000831865929003639,19.679894259258806,6.795299811492951,0.9942325000782396,0.9836289664793283
13,ref_gene,positive_0.01_12,0.705745177019292,0.7247298156389066,15,0.021235050230792196,0.0017305354205534584,12.270797799677986,4.237001930830515,0.9922854434423614,0.9787649497692078
14,ref_gene,positive_0.01_13,0.731185075259699,0.7488874761602035,15,0.01909314137077278,0.001563112093730723,12.214825441726736,4.217675152524478,0.9930666215414983,0.9809068586292272
15,ref_gene,positive_0.01_14,0.6803052787788849,0.6910362364907819,15,0.024336507598635593,0.00101745209248294,23.91906978071663,8.259051000516504,0.991476231910908,0.9756634924013644
16,ref_gene,positive_0.01_15,0.7271570913716345,0.7774952320406866,15,0.01663854244770513,0.004378309022363358,3.800221127087975,1.312183976617821,0.9929447229727318,0.9833614575522949
17,ref_gene,positive_0.01_16,0.7038371846512614,0.7622377622377622,15,0.017936965925065107,0.005204937401030896,3.4461444092512026,1.189924302745931,0.9922257498822852,0.9820630340749349
18,ref_gene,positive_0.01_17,0.7638329446682214,0.8111888111888111,15,0.01385344147105827,0.003946643121323978,3.5101834762325463,1.2120364469502514,0.9940310813664086,0.9861465585289417
19,ref_gene,positive_0.01_18,0.7379690481238075,0.7571519389701208,15,0.01837516847278331,0.00167793208827971,10.95107996392294,3.7813146063769794,0.9932704478611111,0.9816248315272167
20,ref_gene,positive_0.01_19,0.703625185499258,0.7380801017164653,15,0.020043270069093566,0.003118251639185332,6.427726940706437,2.2194393472394425,0.9922191075001581,0.9799567299309064
21,ref_gene,positive_0.01_20,0.6851812592749629,0.7323585505403687,15,0.02055154893440625,0.004338253190720454,4.737286652232775,1.6357447184839624,0.9916335978128754,0.9794484510655938
22,ref_gene,positive_0.01_21,0.6584693661225355,0.680864589955499,15,0.025300559999164585,0.002170862813215879,11.65461025226406,4.024237620736917,0.9907577021522753,0.9746994400008354
23,ref_gene,positive_0.01_22,0.6495654017383931,0.6986649713922441,15,0.02362212117877216,0.0047315987665715875,4.992418491961065,1.723839568973103,0.9904579998503253,0.9763778788212278
24,ref_gene,positive_0.01_23,0.7460250158999364,0.7736808645899556,15,0.01696090384107596,0.002382638089535871,7.11853970418977,2.45797110862158,0.9935101253311157,0.983039096158924
25,ref_gene,positive_0.01_24,0.6909052363790544,0.7113795295613478,15,0.022447499535458992,0.0019013396244073055,11.806149331399135,4.076562773622123,0.9918169404693705,0.977552500464541
26,ref_gene,positive_0.01_25,0.7795208819164723,0.7984742530197075,15,0.014891511962409565,0.0015764375247201423,9.446306452932975,3.261729133972372,0.994480272166174,0.9851084880375904
27,ref_gene,positive_0.01_26,0.786940852236591,0.8156389065479974,15,0.013493701877852371,0.002352877967357503,5.734977361791114,1.9802388199906538,0.9946896568911011,0.9865062981221476
28,ref_gene,positive_0.01_27,0.6145855416578334,0.6535282898919262,15,0.027959650743849318,0.003973185716778516,7.037086292185501,2.4298459394541863,0.9892403666839001,0.9720403492561507
