,A,B,DNA_Cfrac,AA_Cfrac,ksize,PdN,PdS,PdN/PdS,dN/dS,ANI_approx,AAI_approx
0,negative_0.01_ref,negative_0.01_ref,1.0,1.0,9,0.0,0.0,,,1.0,1.0
1,negative_0.01_ref,negative_0.01_0,0.8700882117080995,0.921480144404332,9,0.00904485244582598,0.0062985177269641035,1.4360287353173196,0.4958484870826619,0.994859160331003,0.990955147554174
2,negative_0.01_ref,negative_0.01_1,0.8726944667201283,0.9226835138387484,9,0.00890114722355495,0.006114943709772724,1.4556384565452984,0.5026195567443407,0.9949693715702366,0.991098852776445
3,negative_0.01_ref,negative_0.01_2,0.858159582999198,0.9299037304452468,9,0.008042398118292438,0.008810116036453985,0.9128594998085235,0.3152026075572032,0.9943506401149166,0.9919576018817076
4,negative_0.01_ref,negative_0.01_3,0.8817161186848437,0.9362214199759326,9,0.007295840820826682,0.006594029567252413,1.106431317363155,0.3820413068922105,0.9953484397397419,0.9927041591791733
5,negative_0.01_ref,negative_0.01_4,0.8789093825180433,0.9166666666666666,9,0.009621346579011925,0.004617801584789305,2.083533993903923,0.7194265360116684,0.9952309092081801,0.9903786534209881
6,negative_0.01_ref,negative_0.01_5,0.876102646351243,0.9130565583634176,9,0.010055485723085344,0.004533933089045816,2.217828434076331,0.7657972619904819,0.9951130166947626,0.9899445142769147
7,negative_0.01_ref,negative_0.01_6,0.8564554931836408,0.9220818291215404,9,0.008972978996519942,0.008096647337775043,1.108233892645461,0.38266372077892596,0.9942774393214164,0.9910270210034801
8,negative_0.01_ref,negative_0.01_7,0.8453287890938251,0.8929001203369434,9,0.012507846405326872,0.0059889081390117616,2.0885019631292607,0.7211419334571887,0.9937960051966935,0.9874921535946731
9,negative_0.01_ref,negative_0.01_8,0.8616680032076984,0.9199759326113116,9,0.009224718740744042,0.007182003796555647,1.28442131222042,0.44349973560974143,0.9945009079045665,0.990775281259256
10,negative_0.01_ref,negative_0.01_9,0.8556535685645549,0.896873120865905,9,0.012020598940833627,0.005151330728666692,2.333493921083357,0.8057355691633116,0.9942429433455663,0.9879794010591664
11,negative_0.01_ref,negative_0.01_10,0.861467522052927,0.924187725631769,9,0.008721749788584088,0.0077104030522949785,1.1311665200158485,0.3905821616198221,0.9944923370590968,0.9912782502114159
12,negative_0.01_ref,negative_0.01_11,0.843223736968725,0.90796992481203,9,0.01066978340432323,0.008098845075873218,1.317445055975813,0.45490255296025833,0.9937042370565048,0.9893302165956768
13,negative_0.01_ref,negative_0.01_12,0.8471331194867683,0.9088447653429604,9,0.010563914043192568,0.007700284260710788,1.3718862428355922,0.4737006309342628,0.9938744886226522,0.9894360859568074
14,negative_0.01_ref,negative_0.01_13,0.8385124298315958,0.8980757666867107,9,0.01187348513417219,0.007505815930532456,1.5819046515479758,0.5462181980681351,0.9934980492388423,0.9881265148658278
15,negative_0.01_ref,negative_0.01_14,0.8550521251002405,0.9247894103489772,9,0.00865006347930064,0.008598649636318734,1.005979292697861,0.3473560786445529,0.9942170509269029,0.9913499365206994
16,negative_0.01_ref,negative_0.01_15,0.83771050521251,0.8872519542994588,9,0.013203863409555372,0.006279685541380808,2.102631305747205,0.7260206750786313,0.9934628423737589,0.9867961365904446
17,negative_0.01_ref,negative_0.01_16,0.8825180433039295,0.9229843561973526,9,0.008865246949658956,0.00492501131693035,1.8000460058200367,0.6215405490948108,0.9953819537217347,0.991134753050341
18,negative_0.01_ref,negative_0.01_17,0.853047313552526,0.9001203369434416,9,0.011623784249852775,0.005881220881031268,1.976423685657348,0.682442259173165,0.9941306160208544,0.9883762157501472
19,negative_0.01_ref,negative_0.01_18,0.8577586206896551,0.9151624548736462,9,0.009802052865413802,0.007101512008038768,1.38027688389713,0.47659784780304487,0.9943334289998653,0.9901979471345862
20,negative_0.01_ref,negative_0.01_19,0.8544506816359262,0.9151624548736462,9,0.009802052865413802,0.007523491719749309,1.3028595272701937,0.4498662941695288,0.9941911409641203,0.9901979471345862
21,negative_0.01_ref,negative_0.01_20,0.8434242181234964,0.8965724594107035,9,0.012057404790038362,0.006685304957629201,1.803568403604173,0.6227568030382122,0.9937129863784658,0.9879425952099616
22,negative_0.01_ref,negative_0.01_21,0.8730954290296712,0.9193742478941036,9,0.009296738462788112,0.0056690789512762185,1.6399028030285656,0.566244465619729,0.9949862990078037,0.9907032615372119
23,negative_0.01_ref,negative_0.01_22,0.8330994386527666,0.8823706377858003,9,0.013808562399848956,0.006276139036253681,2.200168339178714,0.7596993816895111,0.9932597709041164,0.986191437600151
24,negative_0.01_ref,negative_0.01_23,0.879410585404972,0.9371239470517448,9,0.007189555570822459,0.00698714891498986,1.028968418777846,0.3552940280084939,0.9952519232861639,0.9928104444291775
25,negative_0.01_ref,negative_0.01_24,0.8508420208500401,0.9163658243080626,9,0.009657466738835496,0.008130078741395041,1.1878687828278487,0.41016096985535583,0.9940353113994108,0.9903425332611645
26,negative_0.01_ref,negative_0.01_25,0.8360064153969526,0.9034296028880866,9,0.011220693992317177,0.008484676574905259,1.3224657290419428,0.4566361485929578,0.9933879199001857,0.9887793060076828
27,negative_0.01_ref,negative_0.01_26,0.8484362469927826,0.9124548736462094,9,0.010127990542339038,0.007968524142848876,1.270999542798413,0.4388653129842054,0.9939310710497258,0.989872009457661
28,negative_0.01_ref,negative_0.01_27,0.8288893344025662,0.8974127557160048,9,0.01195456636293768,0.008681602016684664,1.3770000444575663,0.47546638306382333,0.993073410336241,0.9880454336370623
29,negative_0.01_ref,negative_0.01_28,0.9363472333600642,0.960589651022864,9,0.004457586810049929,0.002823432254568714,1.5787829875630701,0.5451403140912843,0.997567079342437,0.9955424131899501
30,negative_0.01_ref,negative_0.01_29,0.8635725741780272,0.894404332129964,9,0.012323144103986383,0.003842252506521593,3.2072707566902148,1.107443265762989,0.9945822352965064,0.9876768558960136
31,negative_0.01_ref,negative_0.01_30,0.8730954290296712,0.9157641395908545,9,0.00972973869157745,0.005236078722486881,1.8582109260107342,0.6416244004611056,0.9949862990078037,0.9902702613084226
32,negative_0.01_ref,negative_0.01_31,0.870589414595028,0.9227067669172933,9,0.008898372004317312,0.006381992239582135,1.3942937675680938,0.4814377583082656,0.9948803794669268,0.9911016279956827
33,negative_0.01_ref,negative_0.01_32,0.867682437850842,0.90829825616356,9,0.010630039560496574,0.005016208880832651,2.119138140581592,0.7317203445057515,0.9947571443553057,0.9893699604395034
34,negative_0.01_ref,negative_0.01_33,0.9057738572574178,0.9365604329524956,9,0.0072559066016313345,0.0036800352814998494,1.971694847086925,0.6808094315053508,0.9963413163982631,0.9927440933983687
35,negative_0.01_ref,negative_0.01_34,0.8679831595829992,0.9235860409145608,9,0.00879347759501048,0.006814870270264284,1.2903367556943184,0.4455422878406391,0.9947699112374276,0.9912065224049895
36,negative_0.01_ref,negative_0.01_35,0.8839214113873296,0.9223826714801444,9,0.008937057903704582,0.004679072591438516,1.9100062521058276,0.6595088852562723,0.9954405326879797,0.9910629420962954
37,negative_0.01_ref,negative_0.01_36,0.8656776263031275,0.908243080625752,9,0.010636717554591835,0.005262500198265574,2.0212289128459333,0.697913122372811,0.9946719227605195,0.9893632824454082
38,negative_0.01_ref,negative_0.01_37,0.8651764234161988,0.9067388688327316,9,0.010818914067823204,0.005143627375540305,2.10336272010504,0.7262732262246103,0.9946505876665385,0.9891810859321768
